Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
Q3UIL6,Plekha7,Pleckstrin homology domain-containing family A member 7,0.03148927398,20.89967223,0.7138779657,0.8003084965,Not_sig
Q3UIU2,Ndufb6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,0.07254667578,22.58394027,0.6271993467,0.7327865267,Not_sig
Q3UJB9,Edc4,Enhancer of mRNA-decapping protein 4,-0.5729594794,19.96941932,0.002914974524,0.01486248344,Not_sig
Q3UJD6,Usp19,Ubiquitin carboxyl-terminal hydrolase 19,-0.6161409971,18.86776729,0.01781555425,0.05424098682,Not_sig
Q3UJU9,Rmdn3,Regulator of microtubule dynamics protein 3,-0.4406923754,20.07455279,0.002866674566,0.01467491773,Not_sig
Q3UKJ7,Smu1,WD40 repeat-containing protein SMU1,-0.3792400055,19.3324277,0.09716968067,0.1862833706,Not_sig
Q3ULD5,Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",0.09824188259,20.03451748,0.6101931797,0.7179626828,Not_sig
Q3ULJ0,Gpd1l,Glycerol-3-phosphate dehydrogenase 1-like protein,-0.05188327733,21.48786508,0.5461445014,0.6609039789,Not_sig
Q3ULW8,Parp3,Protein mono-ADP-ribosyltransferase PARP3,0.2854143685,18.74556825,0.09536296451,0.1837118268,Not_sig
Q3UM29,Cog7,Conserved oligomeric Golgi complex subunit 7,-0.2514412722,18.98418254,0.1251761651,0.2247294156,Not_sig
Q3UM45,Ppp1r7,Protein phosphatase 1 regulatory subunit 7,0.2249145834,22.82392991,0.09829886622,0.1875722876,Not_sig
Q3UMB9,Washc4,WASH complex subunit 4,0.08381673775,19.70691845,0.5756883024,0.6871946058,Not_sig
Q3UMF0,Cobll1,Cordon-bleu protein-like 1,0.0817305247,18.79539944,0.6848576876,0.7782751255,Not_sig
Q3UMR5,Mcu,"Calcium uniporter protein, mitochondrial",0.07972792404,19.57263368,0.6921897262,0.7838121152,Not_sig
Q3UMT1,Ppp1r12c,Protein phosphatase 1 regulatory subunit 12C,-0.6874565597,19.94097365,0.02359433125,0.06634170785,Not_sig
Q3UMY5,Eml4,Echinoderm microtubule-associated protein-like 4,-0.005198859936,19.92733423,0.978591873,0.9871103462,Not_sig
Q3UN02,Lclat1,Lysocardiolipin acyltransferase 1,-0.6095020477,19.43973494,0.00953103504,0.03444865595,Down
Q3UNZ8,Cryzl2,Quinone oxidoreductase-like protein 2,0.3469765252,19.55060436,0.203073972,0.3189520525,Not_sig
Q3UP87,Elane,Neutrophil elastase,-7.136475773,19.08175021,0,0.0000000008075405827,Down
Q3UPH1,Prrc1,Protein PRRC1,-0.1073092664,19.94722212,0.7541010974,0.8305537433,Not_sig
Q3UPH7,Arhgef40,Rho guanine nucleotide exchange factor 40,-1.159803189,17.67122818,0.06494671138,0.1391351397,Not_sig
Q3UPL0,Sec31a,Protein transport protein Sec31A,-0.6359041559,22.23995103,0.00003247659943,0.0008095529363,Down
Q3UPR9,Sbspon,Somatomedin-B and thrombospondin type-1 domain-containing protein,0.2545847274,23.99162097,0.04187895068,0.1007835792,Not_sig
Q3UQ28,Pxdn,Peroxidasin homolog,-1.868091364,18.03268843,0.003943952568,0.01850512223,Down
Q3UQ44,Iqgap2,Ras GTPase-activating-like protein IQGAP2,0.3720175376,21.14904516,0.005551954476,0.0235373325,Not_sig
Q3URD3,Slmap,Sarcolemmal membrane-associated protein,-0.0561659781,20.69649472,0.668073478,0.7661119074,Not_sig
Q3URE1,Acsf3,"Malonate--CoA ligase ACSF3, mitochondrial",0.08034090862,19.50846083,0.6583756994,0.7587789857,Not_sig
Q3USB7,Plcl1,Inactive phospholipase C-like protein 1,4.083973798,17.73649748,0.00002590233162,0.0007074682242,Up
Q3UTJ2,Sorbs2,Sorbin and SH3 domain-containing protein 2,-0.4164434677,22.44419282,0.01595900996,0.04986825595,Not_sig
Q3UU96,Cdc42bpa,Serine/threonine-protein kinase MRCK alpha,0.1991921071,19.56220838,0.2358091733,0.3564167109,Not_sig
Q3UUG6,Tbc1d24,TBC1 domain family member 24,0.8935601755,18.12264756,0.004650491224,0.02067282696,Up
Q3UUI3,Them4,Acyl-coenzyme A thioesterase THEM4,0.1291418527,21.21955216,0.1857333698,0.3001144929,Not_sig
Q3UUQ7,Pgap1,GPI inositol-deacylase,-0.5923346591,18.58279663,0.1761728179,0.2892592768,Not_sig
Q3UV70,Pdp1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",0.1918901551,18.83383494,0.4895664179,0.6085389525,Not_sig
Q3UVG3,Fam91a1,Protein FAM91A1,0.09812640563,19.62607546,0.4253192277,0.5516914264,Not_sig
Q3UVK0,Ermp1,Endoplasmic reticulum metallopeptidase 1,-0.3321003878,20.94947372,0.06015040082,0.1311374759,Not_sig
Q3UVL4,Vps51,Vacuolar protein sorting-associated protein 51 homolog,-0.02196114218,19.84411484,0.836582445,0.8905308996,Not_sig
Q3UW53,Niban1,Protein Niban 1,-0.1760456633,20.59914669,0.1780030055,0.2912637968,Not_sig
Q3UYC0,Ppm1h,Protein phosphatase 1H,2.621394051,18.5049372,0.01623785629,0.05048257109,Not_sig
Q3UYV9,Ncbp1,Nuclear cap-binding protein subunit 1,0.6081149209,18.07692542,0.02954134049,0.07802852238,Not_sig
Q3UZA1,Rcsd1,CapZ-interacting protein,-2.177831297,19.96131386,0.0358514979,0.08995808922,Not_sig
Q3UZV7,Elapor2,Endosome/lysosome-associated apoptosis and autophagy regulator family member 2,-0.2063708484,18.68841474,0.536139885,0.6520988932,Not_sig
Q3V038,Ttc9,Tetratricopeptide repeat protein 9A,-0.04180293464,20.40653855,0.8522154861,0.9017354783,Not_sig
Q3V0K9,Pls1,Plastin-1,0.5201311392,20.25400616,0.008017235806,0.03056621109,Not_sig
Q3V1D3,Ampd1,AMP deaminase 1,0.3963694357,23.15619892,0.2465505217,0.3681410367,Not_sig
Q3V1L4,Nt5c2,Cytosolic purine 5'-nucleotidase,0.2533178999,19.22399233,0.2352701014,0.3561650307,Not_sig
Q3V3Q7,Pacs2,Phosphofurin acidic cluster sorting protein 2,-0.3845264419,20.58838686,0.03334466347,0.0851770161,Not_sig
Q3V3R1,Mthfd1l,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",-0.1793587423,21.44964086,0.1366454739,0.2401343255,Not_sig
Q3V3R4,Itga1,Integrin alpha-1,0.6657959241,19.6928492,0.001068511512,0.007306441615,Up
Q4FZC9,Syne3,Nesprin-3,0.172447723,18.95283663,0.6831437925,0.7768523652,Not_sig
Q4KML4,Abracl,Costars family protein ABRACL,-0.8768264027,21.11305273,0.0000024754856,0.0001456347221,Down
Q4KMM3,Oxr1,Oxidation resistance protein 1,-0.0635571875,22.13607097,0.7775955971,0.8483667798,Not_sig
Q4LDD4,Arap1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",-0.7599114716,20.93106058,0.0001857811414,0.002519244981,Down
Q4PJX1,Odr4,Protein odr-4 homolog,0.04653789914,20.00582852,0.6810646781,0.7755781206,Not_sig
Q4VAE3,Tmem65,Transmembrane protein 65,0.1844982078,22.13927894,0.2941966353,0.4191534775,Not_sig
Q4VBD2,Tapt1,Transmembrane anterior posterior transformation protein 1,-0.5488971383,17.69210189,0.07774046802,0.1586336978,Not_sig
Q501J6,Ddx17,Probable ATP-dependent RNA helicase DDX17,-0.5358924046,20.95439971,0.0007986148934,0.006025029443,Not_sig
Q505F5,Lrrc47,Leucine-rich repeat-containing protein 47,-0.05192469301,21.62188427,0.545961931,0.6608921887,Not_sig
Q52KI8,Srrm1,Serine/arginine repetitive matrix protein 1,-1.674022038,18.30212156,0.05495109414,0.1233898908,Not_sig
Q52KR3,Prune2,Protein prune homolog 2,-0.7511242865,20.39061505,0.0219052895,0.0631242103,Not_sig
Q569Z5,Ddx46,Probable ATP-dependent RNA helicase DDX46,-0.3241683509,19.18818027,0.1375813482,0.2413353557,Not_sig
Q569Z6,Thrap3,Thyroid hormone receptor-associated protein 3,-0.3697160831,19.20676249,0.2378549939,0.3586583188,Not_sig
Q570Y9,Deptor,DEP domain-containing mTOR-interacting protein,0.5344368987,20.73677258,0.001458971624,0.009101317277,Not_sig
Q571I9,Aldh16a1,Aldehyde dehydrogenase family 16 member A1,-0.3084751327,19.21917336,0.05597080791,0.1246548453,Not_sig
Q58A65,Spag9,C-Jun-amino-terminal kinase-interacting protein 4,-0.6147611228,19.94884223,0.002294270115,0.01239165101,Down
Q59J78,Ndufaf2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,0.4372643438,20.82893146,0.07711601614,0.1576117828,Not_sig
Q5BKP2,Usp13,Ubiquitin carboxyl-terminal hydrolase 13,0.0005892199607,18.52398541,0.9980459174,0.998829518,Not_sig
Q5DTU0,Afap1l2,Actin filament-associated protein 1-like 2,-1.161832049,18.94434661,0.00007595265944,0.001363409193,Down
Q5DU57,Spata13,Spermatogenesis-associated protein 13,1.683740167,17.9116089,0.01319521064,0.04357382168,Up
Q5EBG6,Hspb6,Heat shock protein beta-6,-0.4658380496,22.48255261,0.1077024731,0.2008065612,Not_sig
Q5EBG8,NA,Uncharacterized protein C1orf50 homolog,-0.5931782257,18.75586892,0.01739452153,0.05321332027,Not_sig
Q5EG47,Prkaa1,5'-AMP-activated protein kinase catalytic subunit alpha-1,0.1987469128,20.64153901,0.2733873,0.3970501463,Not_sig
Q5F2E8,Taok1,Serine/threonine-protein kinase TAO1,0.2812311208,20.83032924,0.03530628434,0.08894020509,Not_sig
Q5FW52,Mlip,Muscular LMNA-interacting protein,-0.1983997471,20.78418641,0.2897697366,0.4144149256,Not_sig
Q5FWI3,Cemip2,Cell surface hyaluronidase,0.5617939356,19.10753319,0.00928903849,0.03373341233,Not_sig
Q5FWK3,Arhgap1,Rho GTPase-activating protein 1,-0.3353112823,21.49670808,0.003264634908,0.0161083405,Not_sig
Q5H8C4,Vps13a,Vacuolar protein sorting-associated protein 13A,0.256554305,19.18288678,0.07793143349,0.1587692071,Not_sig
Q5HZI9,Slc25a51,Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51,0.1491195555,19.53195131,0.5445580782,0.6599993677,Not_sig
Q5M8N0,Cnrip1,CB1 cannabinoid receptor-interacting protein 1,0.3852445767,20.98961111,0.1397969003,0.2443524325,Not_sig
Q5M8N4,Sdr39u1,Epimerase family protein SDR39U1,0.6852310321,21.73049075,0.01843796383,0.05560471111,Not_sig
Q5MPP0,Fa2h,Fatty acid 2-hydroxylase,-0.9601691207,19.75872767,0.003200558468,0.01583303439,Down
Q5NBX1,Cobl,Protein cordon-bleu,0.9996337771,18.79567721,0.05596367083,0.1246548453,Not_sig
Q5NCF2,Trappc1,Trafficking protein particle complex subunit 1,0.002930831262,18.88347862,0.9842882994,0.9897847933,Not_sig
Q5PR73,Diras2,GTP-binding protein Di-Ras2,0.6541124285,21.16265606,0.006986861593,0.02791824319,Up
Q5RJG7,Crppa,D-ribitol-5-phosphate cytidylyltransferase,-0.03462499934,18.36999211,0.9382698334,0.9597034544,Not_sig
Q5RJI5,Brsk1,Serine/threonine-protein kinase BRSK1,0.3363783622,19.43883062,0.1948431542,0.3096759027,Not_sig
Q5SQX6,Cyfip2,Cytoplasmic FMR1-interacting protein 2,-0.02110638133,20.12264858,0.8865729195,0.9252878941,Not_sig
Q5SRX1,Tom1l2,TOM1-like protein 2,-0.3020037558,22.5258879,0.3090384658,0.4339930566,Not_sig
Q5SSH7,Zzef1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,0.05573619273,19.26990102,0.6939581006,0.7851170937,Not_sig
Q5SSL4,Abr,Active breakpoint cluster region-related protein,0.2854227003,20.48191645,0.04715651664,0.1099551949,Not_sig
Q5SSM3,Arhgap44,Rho GTPase-activating protein 44,1.207709869,17.5374685,0.05189796413,0.1184822775,Not_sig
Q5SSW2,Psme4,Proteasome activator complex subunit 4,0.4033991664,17.50250029,0.2258833018,0.3448214556,Not_sig
Q5SSZ5,Tns3,Tensin-3,0.1192211527,20.62739198,0.2694405933,0.3928100758,Not_sig
Q5SUF2,Luc7l3,Luc7-like protein 3,-0.3655775338,19.2272677,0.0765770623,0.1570980076,Not_sig
Q5SUR0,Pfas,Phosphoribosylformylglycinamidine synthase,-0.3224442382,20.4892353,0.004851904346,0.02130781357,Not_sig
Q5SVL6,Rap1gap2,Rap1 GTPase-activating protein 2,0.1669666252,19.06268171,0.4186981878,0.5453344244,Not_sig
Q5SVR0,Tbc1d9b,TBC1 domain family member 9B,-0.2277773664,20.29737367,0.03496063831,0.0884774857,Not_sig
Q5SW19,Cluh,Clustered mitochondria protein homolog,-0.1274531128,20.37370924,0.403764026,0.5307643986,Not_sig
Q5SWP3,Nacad,NAC-alpha domain-containing protein 1,-1.0259124,21.75384502,0.00959922971,0.03455601024,Down
Q5SWT3,Slc25a35,Solute carrier family 25 member 35,-2.572658065,16.92054907,0.0002057227949,0.002682019905,Down
Q5SWU9,Acaca,Acetyl-CoA carboxylase 1,-0.8686742348,21.69436187,0.00007629957303,0.001363409193,Down
Q5SX39,Myh4,Myosin-4,0.9176207555,27.79086847,0.003316913168,0.01626137943,Up
Q5SX40,Myh1,Myosin-1,0.5130917726,25.09382393,0.368492151,0.4965165558,Not_sig
Q5SXY1,Specc1,Cytospin-B,-0.4525635964,17.44608369,0.3706303065,0.4986946841,Not_sig
Q5SYD0,Myo1d,Unconventional myosin-Id,0.8961912635,22.18493131,0.000008041486181,0.000330652077,Up
Q5U3K5,Rabl6,Rab-like protein 6,-0.154245618,19.27072768,0.5295514985,0.6463715476,Not_sig
Q5U430,Ubr3,E3 ubiquitin-protein ligase UBR3,-0.2786400945,18.51899781,0.3661902029,0.4946348767,Not_sig
Q5U458,Dnajc11,DnaJ homolog subfamily C member 11,-0.1409812169,19.89782687,0.4492226902,0.5731823714,Not_sig
Q5XG73,Acbd5,Acyl-CoA-binding domain-containing protein 5,-0.2446335409,20.21729039,0.1685847363,0.2788356537,Not_sig
Q5XJY5,Arcn1,Coatomer subunit delta,-0.5753673759,21.72182448,0.00007870362465,0.001393345651,Not_sig
Q5XKE0,Mybpc2,"Myosin-binding protein C, fast-type",1.172152986,26.08485487,0.001280464499,0.008271108523,Up
Q5XPI3,Rnf123,E3 ubiquitin-protein ligase RNF123,0.1425421487,19.2001615,0.574102438,0.6862668718,Not_sig
Q60597,Ogdh,"2-oxoglutarate dehydrogenase, mitochondrial",0.07827108045,23.24100783,0.5686576026,0.6813210734,Not_sig
Q60598,Cttn,Src substrate cortactin,-0.6466065794,23.25838082,0.02742837566,0.0738634567,Not_sig
Q60605,Myl6,Myosin light polypeptide 6,-0.3626767972,24.94723254,0.02874996329,0.07655979083,Not_sig
Q60631,Grb2,Growth factor receptor-bound protein 2,-0.08007082314,22.19377767,0.3956132084,0.5238470636,Not_sig
Q60634,Flot2,Flotillin-2,0.08660105358,21.9187613,0.3165262837,0.4415893867,Not_sig
Q60648,Gm2a,Ganglioside GM2 activator,-0.6928179956,19.13538191,0.001417982531,0.008882160137,Down
Q60649,Clpb,Caseinolytic peptidase B protein homolog,-0.1293369451,18.95431409,0.5161226966,0.6325811512,Not_sig
Q60668,Hnrnpd,Heterogeneous nuclear ribonucleoprotein D0,-0.4353353917,24.37085985,0.007353465513,0.02875220053,Not_sig
Q60675,Lama2,Laminin subunit alpha-2,0.2163714172,25.13517475,0.4175873786,0.5446296507,Not_sig
Q60676,Ppp5c,Serine/threonine-protein phosphatase 5,0.1801888131,21.72838885,0.1254315824,0.2250325523,Not_sig
Q60692,Psmb6,Proteasome subunit beta type-6,0.33640535,22.22667281,0.1046266815,0.1967022763,Not_sig
Q60710,Samhd1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,-0.4732130927,20.9574414,0.001118350296,0.007542454201,Not_sig
Q60714,Slc27a1,Long-chain fatty acid transport protein 1,0.195644913,21.53879183,0.258930045,0.3812662658,Not_sig
Q60715,P4ha1,Prolyl 4-hydroxylase subunit alpha-1,-1.689923108,20.98663517,0.0000004364239062,0.0000521526568,Down
Q60737,Csnk2a1,Casein kinase II subunit alpha,-0.1081027093,21.03467611,0.2653047394,0.3876672997,Not_sig
Q60739,Bag1,BAG family molecular chaperone regulator 1,0.1651379132,19.49021067,0.1932950253,0.307855134,Not_sig
Q60749,Khdrbs1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",-0.4356684835,21.41778512,0.0122593833,0.04113389995,Not_sig
Q60759,Gcdh,"Glutaryl-CoA dehydrogenase, mitochondrial",0.5861093112,20.23260948,0.04086633615,0.09903223666,Not_sig
Q60770,Stxbp3,Syntaxin-binding protein 3,0.3375811866,20.7676275,0.001934950814,0.01108796228,Not_sig
Q60780,Gas7,Growth arrest-specific protein 7,-0.4268716675,21.10682085,0.002317400134,0.01245216282,Not_sig
Q60790,Rasa3,Ras GTPase-activating protein 3,-0.7225060405,19.36745034,0.0001149745336,0.001831927569,Down
Q60847,Col12a1,Collagen alpha-1(XII) chain,0.5807602251,23.55449289,0.00240431528,0.01273777794,Not_sig
Q60854,Serpinb6,Serpin B6,0.1592883578,23.53703965,0.6121251921,0.7200143755,Not_sig
Q60864,Stip1,Stress-induced-phosphoprotein 1,-0.1772807175,24.69809624,0.2033964309,0.3192889786,Not_sig
Q60865,Caprin1,Caprin-1,-0.6053783093,22.08028648,0.001286165141,0.008277490614,Down
Q60866,Pter,Phosphotriesterase-related protein,0.4088216923,19.79385885,0.05226720369,0.1191059509,Not_sig
Q60899,Elavl2,ELAV-like protein 2,-0.336647135,23.03268225,0.05578964907,0.1244688553,Not_sig
Q60900,Elavl3,ELAV-like protein 3,-0.2692604796,20.30802527,0.09356482095,0.1809771752,Not_sig
Q60902,Eps15l1,Epidermal growth factor receptor substrate 15-like 1,-0.287392622,21.18584562,0.0202936359,0.05960737381,Not_sig
Q60930,Vdac2,Voltage-dependent anion-selective channel protein 2,-0.8260033097,24.38604283,0.0005673568017,0.00489745465,Down
Q60931,Vdac3,Voltage-dependent anion-selective channel protein 3,-0.5024852341,23.53393558,0.002017500125,0.01138726257,Not_sig
Q60932,Vdac1,Voltage-dependent anion-selective channel protein 1,-0.2773815557,24.14570536,0.08397303437,0.166725277,Not_sig
Q60936,Coq8a,"Atypical kinase COQ8A, mitochondrial",0.6493807842,20.61629927,0.1812168571,0.2948822389,Not_sig
Q60953,Pml,Protein PML,-3.163883743,17.86309454,0.002094767676,0.01165995865,Down
Q60960,Kpna1,Importin subunit alpha-5,-0.1912048651,19.42795541,0.3933056191,0.5220411966,Not_sig
Q60963,Pla2g7,Platelet-activating factor acetylhydrolase,-0.4926501654,19.65602501,0.3891915853,0.517838769,Not_sig
Q60967,Papss1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,-0.8787629392,20.89047102,0.00002197817615,0.0006515081055,Down
Q60972,Rbbp4,Histone-binding protein RBBP4,-0.8708921706,20.23337374,0.002058728925,0.01150833093,Down
Q60973,Rbbp7,Histone-binding protein RBBP7,-0.373168002,20.19741509,0.02072422176,0.0605064371,Not_sig
Q60994,Adipoq,Adiponectin,0.007514524743,20.91795344,0.9763051627,0.9853235529,Not_sig
Q60996,Ppp2r5c,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,0.2176418944,19.51192544,0.1858761421,0.3001144929,Not_sig
Q61001,Lama5,Laminin subunit alpha-5,1.020767559,21.08595216,0.0000701457678,0.0013065923,Up
Q61024,Asns,Asparagine synthetase [glutamine-hydrolyzing],0.3850307005,20.53366929,0.006182739147,0.02555977784,Not_sig
Q61029,Tmpo,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",-0.1834478177,21.41620975,0.2718875836,0.395322479,Not_sig
Q61029;Q61033,NA,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma",-0.09846355793,23.24889075,0.4390874736,0.5625026798,Not_sig
Q61033,Tmpo,"Lamina-associated polypeptide 2, isoforms alpha/zeta",0.08910435804,19.54324917,0.6735833436,0.7695795357,Not_sig
Q61035,Hars1,"Histidine--tRNA ligase, cytoplasmic",0.3769570546,22.22277826,0.004940772759,0.0215874634,Not_sig
Q61036,Pak3,Serine/threonine-protein kinase PAK 3,-0.2230981606,18.04976741,0.7822779282,0.8515316816,Not_sig
Q61074,Ppm1g,Protein phosphatase 1G,0.276404309,19.43343879,0.4325082959,0.558100837,Not_sig
Q61081,Cdc37,Hsp90 co-chaperone Cdc37,-0.3572917713,22.68406881,0.02351999573,0.06625770312,Not_sig
Q61096,Prtn3,Myeloblastin,-6.209908047,18.56699036,0,0.000000003899060466,Down
Q61112,Sdf4,45 kDa calcium-binding protein,0.6012493552,18.92335507,0.03299130543,0.0847841075,Not_sig
Q61129,Cfi,Complement factor I,0.7208575122,21.19622298,0.001569679038,0.009558045607,Up
Q61133,Gstt2,Glutathione S-transferase theta-2,0.4347219681,20.30008737,0.1429111624,0.2475055638,Not_sig
Q61136,Prpf4b,Serine/threonine-protein kinase PRP4 homolog,-1.628653341,16.8647951,0.005968999125,0.02491861643,Down
Q61147,Cp,Ceruloplasmin,0.7699124331,24.49258441,0.0003086589172,0.00333421384,Up
Q61151,Ppp2r5e,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,0.3079766595,20.74872937,0.004956072004,0.02161005626,Not_sig
Q61165,Slc9a1,Sodium/hydrogen exchanger 1,0.4847990282,19.73756472,0.03062645298,0.08016122943,Not_sig
Q61166,Mapre1,Microtubule-associated protein RP/EB family member 1,-0.3360367931,21.87952222,0.01950063356,0.05785137529,Not_sig
Q61171,Prdx2,Peroxiredoxin-2,-0.9903594192,26.23483705,0.000001120128424,0.00008923689778,Down
Q61176,Arg1,Arginase-1,5.397753363,17.5878988,0.00006471646262,0.001231222652,Up
Q61187,Tsg101,Tumor susceptibility gene 101 protein,0.2642847562,21.17344564,0.007258084007,0.02852509069,Not_sig
Q61189,Clns1a,Methylosome subunit pICln,-0.3618853887,19.83847205,0.06422866093,0.1377512055,Not_sig
Q61191,Hcfc1,Host cell factor 1,-0.6124522626,20.45436656,0.02832954423,0.07575676722,Not_sig
Q61205,Pafah1b3,Platelet-activating factor acetylhydrolase IB subunit alpha1,0.4978331398,22.2396566,0.02288398795,0.0651588756,Not_sig
Q61206,Pafah1b2,Platelet-activating factor acetylhydrolase IB subunit alpha2,-0.1095367183,23.94140913,0.4180183503,0.5448283329,Not_sig
Q61207,Psap,Prosaposin,-0.4499299285,25.42710745,0.003758796325,0.01785487012,Not_sig
Q61210,Arhgef1,Rho guanine nucleotide exchange factor 1,-0.5113966791,18.93150264,0.02472058257,0.06830311254,Not_sig
Q61233,Lcp1,Plastin-2,-0.2752992118,23.71773257,0.1775171341,0.2905940339,Not_sig
Q61234,Snta1,Alpha-1-syntrophin,0.4137616112,22.50059668,0.006230067605,0.02572762259,Not_sig
Q61235,Sntb2,Beta-2-syntrophin,0.6509304294,21.95877062,0.00001246826762,0.000434826613,Up
Q61239,Fnta,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,-0.1597785821,21.84137421,0.162402605,0.2719034857,Not_sig
